,latBin,lonBin,updated_type,updated_subtype,counts
413,41.68,-87.69,Hazard,On road,8
5053,41.84,-87.66,Road_closed,Unclassified,8
10751,41.99,-87.71000000000001,Accident,Major,8
388,41.68,-87.73,Hazard,On road emergency vehicle,8
3203,41.78,-87.61,Hazard,On road object,8
6187,41.88,-87.77,Hazard,On shoulder car stopped,8
6977,41.9,-87.72,Road_closed,Unclassified,8
10526,41.99,-87.83,Hazard,On road,8
5019,41.84,-87.67,Hazard,On road traffic light fault,8
6857,41.9,-87.78,Hazard,On road,8
8429,41.94,-87.77,Hazard,On shoulder car stopped,8
1983,41.75,-87.71000000000001,Accident,Unclassified,8
1984,41.75,-87.71000000000001,Hazard,On road,8
1226,41.72,-87.67,Hazard,On road construction,8
1208,41.72,-87.68,Accident,Unclassified,8
5871,41.87,-87.74,Hazard,Weather flood,8
1855,41.74,-87.63,Road_closed,Unclassified,8
8586,41.94,-87.69,Hazard,On road traffic light fault,8
1338,41.72,-87.60000000000001,Hazard,Unclassified,8
1344,41.72,-87.59,Accident,Minor,8
1944,41.75,-87.75,Hazard,On road construction,8
1948,41.75,-87.75,Hazard,On road traffic light fault,8
8515,41.94,-87.73,Road_closed,Unclassified,8
1910,41.74,-87.58,Accident,Unclassified,8
1916,41.74,-87.58,Hazard,On road pot hole,8
4447,41.82,-87.68,Hazard,On road construction,8
9422,41.96,-87.69,Hazard,On road traffic light fault,8
9559,41.97,-87.89,Hazard,On road car stopped,8
6884,41.9,-87.77,Jam,Moderate traffic,8
3222,41.78,-87.60000000000001,Hazard,On road pot hole,8
3232,41.78,-87.59,Accident,Unclassified,8
3188,41.78,-87.62,Hazard,On road traffic light fault,8
1381,41.72,-87.57000000000001,Hazard,On road,8
1357,41.72,-87.59,Hazard,Weather flood,8
4665,41.83,-87.71000000000001,Jam,Moderate traffic,8
3312,41.79,-87.79,Hazard,On road object,8
3910,41.800000000000004,-87.63,Jam,Heavy traffic,8
6846,41.9,-87.79,Hazard,On road emergency vehicle,8
3268,41.79,-87.81,Accident,Major,8
3277,41.79,-87.81,Hazard,On road traffic light fault,8
379,41.67,-87.56,Hazard,On road construction,8
10644,41.99,-87.77,Hazard,Weather flood,8
10656,41.99,-87.76,Hazard,On road car stopped,8
10805,41.99,-87.69,Hazard,Unclassified,8
10806,41.99,-87.69,Hazard,Weather,8
10814,41.99,-87.68,Accident,Major,8
9443,41.96,-87.68,Hazard,On road object,8
1865,41.74,-87.62,Jam,Unclassified,8
6302,41.88,-87.7,Accident,Unclassified,8
3516,41.79,-87.66,Accident,Unclassified,8
3387,41.79,-87.75,Hazard,Unclassified,8
3327,41.79,-87.78,Hazard,On road emergency vehicle,8
3923,41.800000000000004,-87.62,Hazard,On road traffic light fault,8
352,41.67,-87.60000000000001,Hazard,On road emergency vehicle,8
335,41.67,-87.61,Hazard,Unclassified,8
337,41.67,-87.61,Hazard,Weather flood,8
5104,41.84,-87.64,Road_closed,Event,8
184,41.660000000000004,-87.64,Jam,Unclassified,8
1808,41.74,-87.65,Hazard,On road,8
1795,41.74,-87.66,Hazard,On road,8
8670,41.94,-87.65,Hazard,Weather,8
8722,41.95,-87.9,Jam,Heavy traffic,8
5779,41.87,-87.78,Road_closed,Unclassified,8
1416,41.730000000000004,-87.73,Hazard,On road pot hole,8
9095,41.95,-87.66,Jam,Moderate traffic,8
1448,41.730000000000004,-87.71000000000001,Jam,Unclassified,8
4605,41.83,-87.74,Hazard,On road,8
4643,41.83,-87.72,Hazard,On road pot hole,8
5638,41.86,-87.66,Accident,Major,8
9312,41.96,-87.75,Road_closed,Construction,8
1742,41.74,-87.71000000000001,Hazard,On shoulder car stopped,8
1718,41.74,-87.72,Hazard,On road construction,8
1723,41.74,-87.72,Hazard,On shoulder car stopped,8
8795,41.95,-87.82000000000001,Jam,Unclassified,8
1702,41.74,-87.73,Hazard,On road construction,8
9170,41.96,-87.86,Hazard,Unclassified,8
1821,41.74,-87.64,Hazard,On road,8
6262,41.88,-87.73,Jam,Moderate traffic,8
6744,41.89,-87.65,Hazard,Weather,8
3534,41.79,-87.65,Hazard,On road object,8
10972,42.0,-87.71000000000001,Hazard,On road emergency vehicle,8
5236,41.85,-87.71000000000001,Hazard,On road emergency vehicle,8
5237,41.85,-87.71000000000001,Hazard,On road object,8
3519,41.79,-87.66,Hazard,On road object,8
6670,41.89,-87.68,Hazard,On road emergency vehicle,8
3500,41.79,-87.68,Jam,Unclassified,8
6294,41.88,-87.71000000000001,Hazard,Weather,8
6677,41.89,-87.68,Hazard,Weather,8
199,41.660000000000004,-87.62,Hazard,On road pot hole,8
5144,41.84,-87.62,Hazard,Weather,8
11019,42.0,-87.69,Hazard,Weather flood,8
11025,42.0,-87.69,Road_closed,Unclassified,8
1707,41.74,-87.73,Hazard,On shoulder car stopped,8
5747,41.86,-87.61,Jam,Unclassified,8
4506,41.82,-87.65,Road_closed,Event,8
1472,41.730000000000004,-87.68,Hazard,On road construction,8
10997,42.0,-87.7,Hazard,Weather,8
5712,41.86,-87.63,Hazard,Weather,8
27,41.64,-87.58,Jam,Stand still traffic,8
3777,41.800000000000004,-87.71000000000001,Hazard,On road traffic light fault,8
9088,41.95,-87.66,Hazard,On road object,8
1634,41.730000000000004,-87.58,Jam,Unclassified,8
8930,41.95,-87.74,Hazard,Weather,8
1603,41.730000000000004,-87.60000000000001,Jam,Unclassified,8
4611,41.83,-87.74,Hazard,On shoulder car stopped,8
1459,41.730000000000004,-87.7,Jam,Unclassified,8
9125,41.96,-87.93,Hazard,On road emergency vehicle,8
8853,41.95,-87.78,Hazard,On road emergency vehicle,8
6563,41.89,-87.74,Hazard,On shoulder car stopped,8
3598,41.79,-87.62,Jam,Stand still traffic,8
6599,41.89,-87.72,Hazard,Weather,8
3550,41.79,-87.64,Hazard,On road lane closed,8
4850,41.83,-87.62,Hazard,On shoulder car stopped,8
3734,41.800000000000004,-87.73,Hazard,On road car stopped,8
3740,41.800000000000004,-87.73,Hazard,On road traffic light fault,8
3717,41.800000000000004,-87.74,Hazard,On road,8
66,41.65,-87.61,Hazard,On road construction,8
11182,42.01,-87.68,Hazard,On road traffic light fault,8
9034,41.95,-87.69,Jam,Moderate traffic,8
1505,41.730000000000004,-87.66,Jam,Heavy traffic,8
9053,41.95,-87.68,Jam,Moderate traffic,8
5200,41.85,-87.73,Hazard,On road object,8
6508,41.89,-87.77,Accident,Unclassified,8
3650,41.79,-87.59,Road_closed,Event,8
3622,41.79,-87.60000000000001,Hazard,On road construction,8
3633,41.79,-87.59,Accident,Major,8
3604,41.79,-87.61,Accident,Unclassified,8
6558,41.89,-87.74,Hazard,On road,8
3651,41.79,-87.59,Road_closed,Unclassified,7
6513,41.89,-87.77,Hazard,On road pot hole,7
3656,41.79,-87.58,Hazard,On road car stopped,7
5199,41.85,-87.73,Hazard,On road emergency vehicle,7
11107,42.01,-87.81,Jam,Unclassified,7
11094,42.01,-87.82000000000001,Jam,Unclassified,7
104,41.65,-87.59,Hazard,Weather fog,7
6486,41.88,-87.62,Hazard,Weather flood,7
3758,41.800000000000004,-87.72,Hazard,On road pot hole,7
5696,41.86,-87.64,Road_closed,Unclassified,7
1533,41.730000000000004,-87.64,Hazard,On shoulder car stopped,7
1524,41.730000000000004,-87.65,Road_closed,Unclassified,7
9010,41.95,-87.7,Hazard,On road traffic light fault,7
1557,41.730000000000004,-87.63,Hazard,Weather flood,7
8991,41.95,-87.71000000000001,Hazard,On road object,7
1579,41.730000000000004,-87.61,Accident,Unclassified,7
1618,41.730000000000004,-87.59,Jam,Stand still traffic,7
4540,41.82,-87.63,Hazard,On road pot hole,7
4559,41.82,-87.62,Hazard,On road traffic light fault,7
1632,41.730000000000004,-87.58,Jam,Heavy traffic,7
1625,41.730000000000004,-87.58,Hazard,On road object,7
1621,41.730000000000004,-87.58,Accident,Unclassified,7
8907,41.95,-87.75,Hazard,Weather,7
4590,41.82,-87.60000000000001,Hazard,On road car stopped,7
1519,41.730000000000004,-87.65,Hazard,Weather flood,7
1517,41.730000000000004,-87.65,Hazard,On shoulder car stopped,7
6308,41.88,-87.7,Hazard,On road object,7
11017,42.0,-87.69,Hazard,On shoulder car stopped,7
5153,41.84,-87.61,Accident,Major,7
5217,41.85,-87.72,Hazard,On road emergency vehicle,7
142,41.65,-87.57000000000001,Hazard,Weather flood,7
136,41.65,-87.57000000000001,Hazard,On road object,7
10998,42.0,-87.7,Hazard,Weather flood,7
3820,41.800000000000004,-87.68,Hazard,On road construction,7
4600,41.82,-87.60000000000001,Jam,Unclassified,7
9092,41.95,-87.66,Hazard,Weather,7
1469,41.730000000000004,-87.68,Accident,Unclassified,7
1467,41.730000000000004,-87.69,Jam,Stand still traffic,7
5746,41.86,-87.61,Jam,Stand still traffic,7
5742,41.86,-87.61,Hazard,On road,7
10911,42.0,-87.82000000000001,Hazard,On road emergency vehicle,7
3856,41.800000000000004,-87.66,Jam,Heavy traffic,7
3846,41.800000000000004,-87.67,Road_closed,Unclassified,7
3536,41.79,-87.65,Hazard,On road traffic light fault,7
3571,41.79,-87.63,Hazard,On road construction,7
3565,41.79,-87.64,Road_closed,Unclassified,7
3578,41.79,-87.63,Hazard,Weather flood,7
3831,41.800000000000004,-87.67,Accident,Unclassified,7
6316,41.88,-87.7,Jam,Stand still traffic,7
8824,41.95,-87.8,Hazard,On shoulder car stopped,7
8823,41.95,-87.8,Hazard,On road traffic light fault,7
8806,41.95,-87.81,Hazard,Unclassified,7
9177,41.96,-87.85000000000001,Hazard,On road object,7
1705,41.74,-87.73,Hazard,On road pot hole,7
4497,41.82,-87.65,Hazard,On road object,7
3502,41.79,-87.67,Accident,Unclassified,7
3867,41.800000000000004,-87.65,Hazard,On road object,7
6675,41.89,-87.68,Hazard,On road traffic light fault,7
3522,41.79,-87.66,Hazard,On shoulder car stopped,7
3518,41.79,-87.66,Hazard,On road construction,7
163,41.660000000000004,-87.65,Hazard,On road,7
10961,42.0,-87.77,Hazard,On road pot hole,7
176,41.660000000000004,-87.64,Hazard,On road,7
174,41.660000000000004,-87.65,Jam,Unclassified,7
10917,42.0,-87.82000000000001,Hazard,Unclassified,7
4487,41.82,-87.66,Jam,Unclassified,7
5754,41.87,-87.79,Jam,Heavy traffic,7
1720,41.74,-87.72,Hazard,On road object,7
8766,41.95,-87.84,Hazard,On road car stopped,7
4639,41.83,-87.72,Hazard,On road,7
1370,41.72,-87.58,Hazard,On road object,7
9279,41.96,-87.76,Hazard,Weather,7
1738,41.74,-87.71000000000001,Hazard,On road object,7
6722,41.89,-87.66,Hazard,Weather flood,7
191,41.660000000000004,-87.63,Hazard,On road pot hole,7
5079,41.84,-87.65,Road_closed,Unclassified,7
10869,41.99,-87.66,Hazard,Weather,7
10853,41.99,-87.67,Jam,Moderate traffic,7
198,41.660000000000004,-87.62,Hazard,On road construction,7
220,41.660000000000004,-87.60000000000001,Hazard,Weather,7
10820,41.99,-87.68,Hazard,On road emergency vehicle,7
8725,41.95,-87.9,Jam,Unclassified,7
1751,41.74,-87.7,Accident,Unclassified,7
8701,41.95,-87.94,Hazard,On shoulder car stopped,7
1773,41.74,-87.68,Hazard,On road pot hole,7
5792,41.87,-87.77,Hazard,On road traffic light fault,7
4481,41.82,-87.66,Hazard,On shoulder car stopped,7
8657,41.94,-87.65,Accident,Major,7
8621,41.94,-87.67,Hazard,On road object,7
8601,41.94,-87.68,Hazard,On road object,7
1834,41.74,-87.64,Road_closed,Unclassified,7
1833,41.74,-87.64,Jam,Unclassified,7
10815,41.99,-87.68,Accident,Minor,7
256,41.660000000000004,-87.56,Hazard,On road,7
5064,41.84,-87.65,Hazard,On road traffic light fault,7
10774,41.99,-87.7,Accident,Minor,7
282,41.67,-87.67,Hazard,On road object,7
6745,41.89,-87.65,Hazard,Weather flood,7
3905,41.800000000000004,-87.63,Hazard,On road object,7
3433,41.79,-87.72,Hazard,On road construction,7
9366,41.96,-87.72,Hazard,Weather,7
5630,41.86,-87.67,Hazard,Weather flood,7
1317,41.72,-87.61,Hazard,On road,7
9325,41.96,-87.74,Hazard,On shoulder car stopped,7
8581,41.94,-87.69,Hazard,On road car stopped,7
5819,41.87,-87.76,Hazard,Unclassified,7
5815,41.87,-87.76,Hazard,On road traffic light fault,7
6845,41.9,-87.79,Hazard,On road,7
6841,41.9,-87.8,Jam,Unclassified,7
5039,41.84,-87.66,Hazard,On road pot hole,7
5276,41.85,-87.69,Hazard,On road emergency vehicle,7
308,41.67,-87.65,Jam,Unclassified,7
346,41.67,-87.60000000000001,Accident,Major,7
6789,41.89,-87.63,Hazard,Weather flood,7
6775,41.89,-87.63,Accident,Major,7
1849,41.74,-87.63,Hazard,Weather flood,7
8558,41.94,-87.71000000000001,Road_closed,Unclassified,7
8552,41.94,-87.71000000000001,Hazard,Weather,7
9442,41.96,-87.68,Hazard,On road lane closed,7
8541,41.94,-87.71000000000001,Accident,Minor,7
6859,41.9,-87.78,Hazard,On road emergency vehicle,7
10675,41.99,-87.75,Hazard,On road car stopped,7
10671,41.99,-87.75,Accident,Major,7
5023,41.84,-87.67,Hazard,Weather flood,7
5292,41.85,-87.68,Hazard,On road car stopped,7
10663,41.99,-87.76,Hazard,Unclassified,7
10661,41.99,-87.76,Hazard,On road traffic light fault,7
10618,41.99,-87.78,Hazard,On road road kill,7
6240,41.88,-87.74,Hazard,On road traffic light fault,7
8509,41.94,-87.73,Hazard,Weather,7
1938,41.74,-87.57000000000001,Jam,Unclassified,7
9477,41.96,-87.66,Accident,Major,7
1205,41.72,-87.69,Jam,Heavy traffic,7
1232,41.72,-87.67,Hazard,Weather,7
1227,41.72,-87.67,Hazard,On road object,7
4407,41.82,-87.7,Accident,Unclassified,7
5830,41.87,-87.75,Accident,Minor,7
6211,41.88,-87.76,Road_closed,Unclassified,7
6933,41.9,-87.74,Hazard,On shoulder car stopped,7
3215,41.78,-87.60000000000001,Accident,Unclassified,7
3213,41.78,-87.61,Road_closed,Unclassified,7
6919,41.9,-87.75,Jam,Moderate traffic,7
3926,41.800000000000004,-87.62,Jam,Heavy traffic,7
3236,41.78,-87.59,Hazard,On road object,7
3257,41.78,-87.58,Hazard,On road traffic light fault,7
1964,41.75,-87.73,Accident,Unclassified,7
8444,41.94,-87.76,Hazard,On road object,7
1133,41.71,-87.61,Hazard,Unclassified,7
1141,41.71,-87.60000000000001,Accident,Minor,7
9538,41.97,-87.91,Hazard,Weather,7
8404,41.94,-87.79,Road_closed,Unclassified,7
4403,41.82,-87.71000000000001,Road_closed,Event,7
4418,41.82,-87.7,Hazard,Weather flood,7
6201,41.88,-87.76,Hazard,On road object,7
6192,41.88,-87.77,Road_closed,Unclassified,7
6958,41.9,-87.73,Road_closed,Unclassified,7
6953,41.9,-87.73,Hazard,Weather,7
10602,41.99,-87.79,Hazard,Weather,7
10589,41.99,-87.8,Road_closed,Unclassified,7
10570,41.99,-87.81,Road_closed,Event,7
6991,41.9,-87.71000000000001,Jam,Moderate traffic,7
406,41.68,-87.71000000000001,Hazard,On road emergency vehicle,7
4948,41.84,-87.71000000000001,Hazard,On road traffic light fault,7
10546,41.99,-87.82000000000001,Hazard,On shoulder car stopped,7
10539,41.99,-87.82000000000001,Accident,Unclassified,7
10505,41.99,-87.89,Hazard,On road construction,7
442,41.68,-87.67,Hazard,On road traffic light fault,7
3184,41.78,-87.62,Hazard,On road construction,7
3182,41.78,-87.62,Hazard,On road,7
8392,41.94,-87.79,Hazard,On road construction,7
2004,41.75,-87.7,Jam,Heavy traffic,7
4753,41.83,-87.67,Hazard,Unclassified,7
5551,41.86,-87.71000000000001,Hazard,Unclassified,7
9586,41.97,-87.88,Hazard,Unclassified,7
6168,41.88,-87.78,Hazard,On road emergency vehicle,7
6165,41.88,-87.78,Hazard,On road,7
7080,41.9,-87.66,Accident,Major,7
3101,41.78,-87.68,Jam,Stand still traffic,7
3117,41.78,-87.66,Hazard,On road,7
6174,41.88,-87.78,Jam,Heavy traffic,7
3136,41.78,-87.65,Jam,Heavy traffic,7
3134,41.78,-87.65,Hazard,On shoulder car stopped,7
3125,41.78,-87.66,Jam,Heavy traffic,7
7003,41.9,-87.7,Hazard,On road traffic light fault,7
6997,41.9,-87.7,Accident,Unclassified,7
9582,41.97,-87.88,Hazard,On road object,7
9579,41.97,-87.88,Hazard,On road car stopped,7
8363,41.94,-87.81,Hazard,On road pot hole,7
4357,41.82,-87.73,Road_closed,Unclassified,7
8337,41.94,-87.83,Jam,Heavy traffic,7
8330,41.94,-87.83,Hazard,On road object,7
8314,41.94,-87.84,Hazard,On road emergency vehicle,7
8312,41.94,-87.84,Hazard,On road car stopped,7
2039,41.75,-87.67,Accident,Unclassified,7
2062,41.75,-87.66,Hazard,On shoulder car stopped,7
2052,41.75,-87.67,Jam,Stand still traffic,7
2094,41.75,-87.64,Hazard,On road object,7
8253,41.93,-87.66,Hazard,Weather,7
1006,41.71,-87.67,Accident,Unclassified,7
1027,41.71,-87.66,Hazard,On road object,7
9664,41.97,-87.81,Hazard,On shoulder car stopped,7
1055,41.71,-87.65,Hazard,Weather flood,7
2105,41.75,-87.64,Road_closed,Unclassified,7
7112,41.9,-87.65,Hazard,Weather,7
465,41.68,-87.66,Jam,Unclassified,7
5335,41.85,-87.66,Hazard,Weather,7
459,41.68,-87.66,Hazard,On road pot hole,7
482,41.68,-87.64,Hazard,On road pot hole,7
476,41.68,-87.65,Jam,Unclassified,7
468,41.68,-87.65,Hazard,On road,7
491,41.68,-87.63,Hazard,On road pot hole,7
2103,41.75,-87.64,Jam,Stand still traffic,7
5894,41.87,-87.73,Hazard,Weather flood,7
4786,41.83,-87.65,Hazard,On road pot hole,7
4776,41.83,-87.66,Jam,Heavy traffic,7
951,41.7,-87.58,Hazard,On road,7
976,41.7,-87.56,Hazard,On road,7
972,41.7,-87.57000000000001,Jam,Heavy traffic,7
2932,41.78,-87.81,Hazard,Weather flood,7
2960,41.78,-87.78,Hazard,On road emergency vehicle,7
2948,41.78,-87.79,Hazard,On road emergency vehicle,7
2974,41.78,-87.77,Hazard,On road object,7
3000,41.78,-87.75,Hazard,Weather,7
7296,41.910000000000004,-87.73,Hazard,On road emergency vehicle,7
4946,41.84,-87.71000000000001,Hazard,On road object,7
10415,41.980000000000004,-87.69,Hazard,On shoulder car stopped,7
10414,41.980000000000004,-87.69,Hazard,On road traffic light fault,7
8185,41.93,-87.69,Hazard,On road car stopped,7
2209,41.75,-87.58,Jam,Heavy traffic,7
907,41.7,-87.60000000000001,Accident,Minor,7
7336,41.910000000000004,-87.71000000000001,Hazard,On road traffic light fault,7
2874,41.77,-87.59,Hazard,On road traffic light fault,7
10376,41.980000000000004,-87.71000000000001,Hazard,On road object,7
530,41.68,-87.61,Hazard,Weather fog,7
4907,41.84,-87.73,Accident,Unclassified,7
10341,41.980000000000004,-87.73,Accident,Unclassified,7
6109,41.87,-87.64,Hazard,Weather,7
2757,41.77,-87.66,Jam,Unclassified,7
2776,41.77,-87.64,Accident,Minor,7
2811,41.77,-87.63,Hazard,Weather fog,7
537,41.68,-87.60000000000001,Accident,Major,7
536,41.68,-87.61,Road_closed,Unclassified,7
10310,41.980000000000004,-87.75,Hazard,On road lane closed,7
563,41.68,-87.56,Hazard,On shoulder car stopped,7
10282,41.980000000000004,-87.76,Hazard,On road car stopped,7
2864,41.77,-87.60000000000001,Jam,Unclassified,7
2236,41.76,-87.8,Jam,Unclassified,7
8105,41.93,-87.73,Hazard,Weather,7
2259,41.76,-87.73,Jam,Heavy traffic,7
2244,41.76,-87.74,Accident,Unclassified,7
8062,41.93,-87.75,Hazard,On road object,7
8042,41.93,-87.76,Hazard,On road emergency vehicle,7
2286,41.76,-87.7,Hazard,On road pot hole,7
8027,41.93,-87.77,Hazard,On road traffic light fault,7
10214,41.980000000000004,-87.8,Hazard,Unclassified,7
4107,41.81,-87.71000000000001,Jam,Moderate traffic,7
6060,41.87,-87.66,Hazard,Unclassified,7
2737,41.77,-87.67,Hazard,On road traffic light fault,7
2755,41.77,-87.66,Jam,Heavy traffic,7
4089,41.81,-87.72,Jam,Heavy traffic,7
4085,41.81,-87.72,Hazard,On road,7
8004,41.93,-87.78,Accident,Unclassified,7
2300,41.76,-87.69,Hazard,On shoulder car stopped,7
2299,41.76,-87.69,Hazard,On road traffic light fault,7
2297,41.76,-87.69,Hazard,On road object,7
7999,41.93,-87.79,Jam,Moderate traffic,7
2317,41.76,-87.68,Hazard,On shoulder car stopped,7
9934,41.97,-87.68,Jam,Moderate traffic,7
823,41.7,-87.67,Hazard,On road construction,7
2661,41.77,-87.71000000000001,Accident,Unclassified,7
7513,41.910000000000004,-87.63,Hazard,Weather,7
2686,41.77,-87.7,Hazard,On road traffic light fault,7
2702,41.77,-87.69,Hazard,On road object,7
10279,41.980000000000004,-87.76,Accident,Minor,7
10271,41.980000000000004,-87.77,Hazard,On shoulder car stopped,7
4857,41.83,-87.61,Accident,Major,7
10243,41.980000000000004,-87.79,Road_closed,Unclassified,7
2314,41.76,-87.68,Hazard,On road object,7
4259,41.81,-87.60000000000001,Accident,Major,7
2330,41.76,-87.67,Hazard,On road,7
7886,41.92,-87.63,Hazard,On road object,7
9989,41.97,-87.65,Hazard,On road car stopped,7
809,41.7,-87.68,Hazard,On road,7
2616,41.77,-87.74,Hazard,On road construction,7
623,41.69,-87.68,Hazard,On road object,7
628,41.69,-87.68,Jam,Heavy traffic,7
677,41.69,-87.65,Hazard,On road pot hole,7
5429,41.85,-87.62,Hazard,Unclassified,7
701,41.69,-87.63,Jam,Unclassified,7
695,41.69,-87.63,Hazard,On road,7
10131,41.980000000000004,-87.83,Accident,Minor,7
10105,41.980000000000004,-87.85000000000001,Jam,Moderate traffic,7
724,41.69,-87.61,Hazard,On shoulder car stopped,7
7638,41.92,-87.75,Hazard,On road object,7
4155,41.81,-87.67,Hazard,On road object,7
2359,41.76,-87.65,Hazard,On road pot hole,7
7870,41.92,-87.64,Hazard,Weather fog,7
7868,41.92,-87.64,Hazard,Weather,7
2398,41.76,-87.63,Hazard,Weather,7
4827,41.83,-87.63,Hazard,On road car stopped,7
748,41.69,-87.60000000000001,Hazard,Weather fog,7
10048,41.980000000000004,-87.89,Hazard,Weather,7
10035,41.980000000000004,-87.9,Jam,Unclassified,7
4164,41.81,-87.67,Road_closed,Unclassified,7
3680,41.800000000000004,-87.8,Jam,Unclassified,7
6347,41.88,-87.68,Hazard,On road object,7
3691,41.800000000000004,-87.76,Hazard,On road emergency vehicle,7
6448,41.88,-87.63,Accident,Major,7
6442,41.88,-87.64,Jam,Moderate traffic,7
11226,42.02,-87.67,Jam,Heavy traffic,7
5184,41.85,-87.74,Hazard,Unclassified,7
11150,42.01,-87.7,Jam,Moderate traffic,7
64,41.65,-87.61,Hazard,On road,7
61,41.65,-87.62,Jam,Unclassified,7
6427,41.88,-87.64,Accident,Major,7
3784,41.800000000000004,-87.7,Accident,Unclassified,7
6359,41.88,-87.67,Accident,Major,7
3616,41.79,-87.61,Road_closed,Unclassified,6
3738,41.800000000000004,-87.73,Hazard,On road object,6
3806,41.800000000000004,-87.69,Hazard,On road object,6
1608,41.730000000000004,-87.59,Hazard,On road car stopped,6
9090,41.95,-87.66,Hazard,On road traffic light fault,6
9038,41.95,-87.68,Accident,Major,6
1509,41.730000000000004,-87.65,Accident,Major,6
8904,41.95,-87.75,Hazard,On road traffic light fault,6
1650,41.730000000000004,-87.57000000000001,Hazard,Weather,6
6311,41.88,-87.7,Hazard,On shoulder car stopped,6
6596,41.89,-87.72,Hazard,On road traffic light fault,6
3591,41.79,-87.62,Hazard,On road object,6
11021,42.0,-87.69,Jam,Moderate traffic,6
5140,41.84,-87.62,Hazard,On road traffic light fault,6
5205,41.85,-87.73,Hazard,Unclassified,6
6560,41.89,-87.74,Hazard,On road emergency vehicle,6
3817,41.800000000000004,-87.68,Accident,Unclassified,6
4541,41.82,-87.63,Hazard,On road traffic light fault,6
1656,41.730000000000004,-87.56,Hazard,On road,6
2468,41.76,-87.59,Hazard,On road traffic light fault,6
7734,41.92,-87.7,Hazard,Weather,6
7726,41.92,-87.7,Hazard,On road emergency vehicle,6
2521,41.77,-87.81,Hazard,On road object,6
7689,41.92,-87.72,Hazard,On road object,6
10083,41.980000000000004,-87.86,Hazard,On road emergency vehicle,6
10080,41.980000000000004,-87.86,Hazard,On road,6
4831,41.83,-87.63,Hazard,On road object,6
4829,41.83,-87.63,Hazard,On road emergency vehicle,6
10058,41.980000000000004,-87.88,Hazard,On road car stopped,6
746,41.69,-87.60000000000001,Hazard,Weather,6
10047,41.980000000000004,-87.89,Hazard,Unclassified,6
7678,41.92,-87.73,Jam,Moderate traffic,6
6011,41.87,-87.68,Hazard,Weather,6
2567,41.77,-87.78,Jam,Unclassified,6
7654,41.92,-87.74,Hazard,On road object,6
2648,41.77,-87.72,Hazard,On road,6
7551,41.92,-87.8,Hazard,On shoulder car stopped,6
2583,41.77,-87.76,Accident,Unclassified,6
683,41.69,-87.65,Road_closed,Unclassified,6
10103,41.980000000000004,-87.85000000000001,Hazard,Weather fog,6
716,41.69,-87.61,Accident,Unclassified,6
732,41.69,-87.60000000000001,Accident,Minor,6
4158,41.81,-87.67,Hazard,On shoulder car stopped,6
4148,41.81,-87.68,Jam,Unclassified,6
2358,41.76,-87.65,Hazard,On road object,6
4240,41.81,-87.62,Hazard,On shoulder car stopped,6
2400,41.76,-87.63,Hazard,Weather fog,6
2406,41.76,-87.63,Road_closed,Event,6
2429,41.76,-87.61,Hazard,On road car stopped,6
2439,41.76,-87.61,Hazard,Weather flood,6
7781,41.92,-87.68,Hazard,Weather,6
795,41.7,-87.69,Hazard,On road construction,6
9968,41.97,-87.66,Hazard,On road emergency vehicle,6
9957,41.97,-87.67,Jam,Moderate traffic,6
9944,41.97,-87.67,Hazard,On road emergency vehicle,6
2368,41.76,-87.64,Accident,Unclassified,6
2606,41.77,-87.75,Hazard,Weather flood,6
7578,41.92,-87.78,Accident,Unclassified,6
10211,41.980000000000004,-87.8,Hazard,On road traffic light fault,6
632,41.69,-87.67,Accident,Major,6
629,41.69,-87.68,Jam,Stand still traffic,6
655,41.69,-87.66,Hazard,On road car stopped,6
10168,41.980000000000004,-87.82000000000001,Hazard,Weather,6
10164,41.980000000000004,-87.82000000000001,Hazard,On road traffic light fault,6
691,41.69,-87.64,Jam,Unclassified,6
685,41.69,-87.64,Hazard,On road,6
2655,41.77,-87.72,Hazard,Weather heavy snow,6
879,41.7,-87.62,Hazard,On road,6
9854,41.97,-87.72,Hazard,On road traffic light fault,6
9852,41.97,-87.72,Hazard,On road object,6
6037,41.87,-87.67,Hazard,Weather,6
6036,41.87,-87.67,Hazard,Unclassified,6
7527,41.92,-87.81,Hazard,On road construction,6
2666,41.77,-87.71000000000001,Hazard,On road pot hole,6
2723,41.77,-87.68,Hazard,On shoulder car stopped,6
4858,41.83,-87.61,Accident,Minor,6
10267,41.980000000000004,-87.77,Hazard,On road construction,6
584,41.69,-87.71000000000001,Hazard,On road construction,6
2331,41.76,-87.67,Hazard,On road construction,6
2348,41.76,-87.66,Hazard,On road pot hole,6
9974,41.97,-87.66,Hazard,Unclassified,6
800,41.7,-87.69,Hazard,On shoulder car stopped,6
797,41.7,-87.69,Hazard,On road object,6
8047,41.93,-87.76,Hazard,Weather,6
4246,41.81,-87.61,Accident,Unclassified,6
2713,41.77,-87.69,Road_closed,Unclassified,6
2738,41.77,-87.67,Hazard,On shoulder car stopped,6
4130,41.81,-87.69,Hazard,On road emergency vehicle,6
2735,41.77,-87.67,Hazard,On road object,6
2731,41.77,-87.67,Accident,Unclassified,6
7437,41.910000000000004,-87.67,Road_closed,Event,6
7431,41.910000000000004,-87.67,Hazard,Weather fog,6
6068,41.87,-87.66,Road_closed,Event,6
4111,41.81,-87.7,Accident,Unclassified,6
