,latBin,lonBin,updated_type,updated_subtype,counts
4066,41.81,-87.73,Accident,Unclassified,53
5238,41.85,-87.71000000000001,Hazard,On road pot hole,53
8504,41.94,-87.73,Hazard,On road object,53
5016,41.84,-87.67,Hazard,On road object,53
2114,41.75,-87.63,Hazard,On road pot hole,53
10739,41.99,-87.72,Hazard,On road pot hole,53
3083,41.78,-87.69,Hazard,On road pot hole,53
8322,41.94,-87.84,Jam,Heavy traffic,53
5996,41.87,-87.68,Accident,Major,53
8830,41.95,-87.8,Jam,Unclassified,53
8416,41.94,-87.78,Jam,Heavy traffic,53
4647,41.83,-87.72,Jam,Heavy traffic,53
5177,41.85,-87.74,Hazard,On road construction,53
5753,41.87,-87.79,Hazard,On shoulder car stopped,52
6435,41.88,-87.64,Hazard,On road object,52
5581,41.86,-87.69,Hazard,On road,52
10840,41.99,-87.67,Hazard,On road,52
8296,41.93,-87.64,Hazard,Weather flood,52
10377,41.980000000000004,-87.71000000000001,Hazard,On road pot hole,52
615,41.69,-87.69,Road_closed,Event,52
8846,41.95,-87.79,Jam,Stand still traffic,52
8176,41.93,-87.7,Jam,Moderate traffic,52
8168,41.93,-87.7,Hazard,On road traffic light fault,52
7056,41.9,-87.67,Hazard,On road car stopped,52
4817,41.83,-87.64,Jam,Moderate traffic,52
1128,41.71,-87.61,Hazard,On road object,52
7594,41.92,-87.78,Jam,Unclassified,52
8886,41.95,-87.76,Hazard,On road pot hole,52
10163,41.980000000000004,-87.82000000000001,Hazard,On road pot hole,52
2182,41.75,-87.59,Hazard,On road,52
6595,41.89,-87.72,Hazard,On road pot hole,52
9040,41.95,-87.68,Hazard,On road,52
1044,41.71,-87.65,Hazard,On road,52
4903,41.84,-87.74,Jam,Unclassified,52
10862,41.99,-87.66,Hazard,On road construction,52
10260,41.980000000000004,-87.78,Jam,Unclassified,51
8472,41.94,-87.75,Jam,Unclassified,51
88,41.65,-87.59,Accident,Major,51
10845,41.99,-87.67,Hazard,On road pot hole,51
4719,41.83,-87.68,Hazard,On road construction,51
9109,41.95,-87.65,Hazard,On road pot hole,51
9290,41.96,-87.75,Accident,Major,51
7699,41.92,-87.72,Jam,Unclassified,51
7964,41.93,-87.81,Jam,Stand still traffic,51
1641,41.730000000000004,-87.57000000000001,Hazard,On road construction,51
1088,41.71,-87.63,Hazard,On road pot hole,51
3699,41.800000000000004,-87.75,Hazard,On road,51
10349,41.980000000000004,-87.73,Jam,Heavy traffic,51
10223,41.980000000000004,-87.79,Accident,Major,51
10689,41.99,-87.75,Jam,Unclassified,51
8001,41.93,-87.79,Jam,Unclassified,51
9670,41.97,-87.81,Jam,Unclassified,51
6585,41.89,-87.73,Jam,Unclassified,51
7708,41.92,-87.71000000000001,Hazard,On road pot hole,51
5317,41.85,-87.67,Hazard,On shoulder car stopped,51
9124,41.95,-87.65,Road_closed,Unclassified,51
9338,41.96,-87.73,Hazard,On road,51
119,41.65,-87.58,Hazard,On road pot hole,51
7504,41.910000000000004,-87.63,Hazard,On road car stopped,51
7801,41.92,-87.67,Hazard,On shoulder car stopped,51
7852,41.92,-87.65,Road_closed,Unclassified,51
5049,41.84,-87.66,Jam,Moderate traffic,51
8594,41.94,-87.69,Road_closed,Unclassified,50
6041,41.87,-87.67,Jam,Moderate traffic,50
9396,41.96,-87.7,Hazard,On road,50
5346,41.85,-87.65,Accident,Minor,50
8279,41.93,-87.65,Road_closed,Event,50
2432,41.76,-87.61,Hazard,On road object,50
8372,41.94,-87.81,Jam,Unclassified,50
4864,41.83,-87.61,Hazard,On road object,50
2837,41.77,-87.62,Jam,Unclassified,50
6420,41.88,-87.65,Jam,Moderate traffic,50
5626,41.86,-87.67,Hazard,On road pot hole,50
5656,41.86,-87.65,Accident,Minor,50
8811,41.95,-87.81,Jam,Stand still traffic,50
5780,41.87,-87.77,Accident,Major,50
9247,41.96,-87.77,Hazard,On road,50
8151,41.93,-87.71000000000001,Jam,Moderate traffic,50
5255,41.85,-87.7,Hazard,On road construction,50
2184,41.75,-87.59,Hazard,On road construction,50
10280,41.980000000000004,-87.76,Accident,Unclassified,50
10185,41.980000000000004,-87.81,Hazard,On road object,50
9358,41.96,-87.72,Hazard,On road,50
1739,41.74,-87.71000000000001,Hazard,On road pot hole,50
6851,41.9,-87.79,Jam,Heavy traffic,49
9660,41.97,-87.81,Hazard,On road emergency vehicle,49
10598,41.99,-87.79,Hazard,On road pot hole,49
10735,41.99,-87.72,Hazard,On road construction,49
1352,41.72,-87.59,Hazard,On road pot hole,49
4673,41.83,-87.7,Hazard,On road construction,49
6343,41.88,-87.68,Hazard,On road,49
5036,41.84,-87.66,Hazard,On road emergency vehicle,49
7424,41.910000000000004,-87.67,Hazard,On road traffic light fault,49
3428,41.79,-87.73,Jam,Stand still traffic,49
7521,41.910000000000004,-87.63,Road_closed,Unclassified,49
7444,41.910000000000004,-87.66,Hazard,On road construction,49
5838,41.87,-87.75,Hazard,On road pot hole,49
1894,41.74,-87.59,Hazard,On road construction,49
6117,41.87,-87.64,Road_closed,Event,49
7083,41.9,-87.66,Hazard,On road,49
5006,41.84,-87.68,Jam,Stand still traffic,49
6866,41.9,-87.78,Jam,Heavy traffic,49
8867,41.95,-87.77,Hazard,On road construction,49
7414,41.910000000000004,-87.67,Accident,Minor,49
5309,41.85,-87.67,Hazard,On road,49
5311,41.85,-87.67,Hazard,On road construction,49
10674,41.99,-87.75,Hazard,On road,49
10981,42.0,-87.71000000000001,Jam,Heavy traffic,49
5635,41.86,-87.67,Jam,Unclassified,49
6667,41.89,-87.68,Hazard,On road,49
6752,41.89,-87.65,Road_closed,Unclassified,48
6615,41.89,-87.71000000000001,Hazard,On road traffic light fault,48
2800,41.77,-87.63,Hazard,On road emergency vehicle,48
5814,41.87,-87.76,Hazard,On road pot hole,48
10434,41.980000000000004,-87.68,Jam,Heavy traffic,48
3997,41.81,-87.77,Jam,Stand still traffic,48
1639,41.730000000000004,-87.57000000000001,Hazard,On road,48
529,41.68,-87.61,Hazard,Weather flood,48
10859,41.99,-87.66,Accident,Unclassified,48
9323,41.96,-87.74,Hazard,On road pot hole,48
5248,41.85,-87.71000000000001,Jam,Unclassified,48
5011,41.84,-87.67,Accident,Unclassified,48
9268,41.96,-87.76,Hazard,On road emergency vehicle,48
10093,41.980000000000004,-87.85000000000001,Hazard,On road,48
8223,41.93,-87.68,Road_closed,Unclassified,48
5059,41.84,-87.65,Hazard,On road construction,48
9687,41.97,-87.8,Jam,Unclassified,48
7795,41.92,-87.67,Hazard,On road construction,48
6454,41.88,-87.63,Hazard,On road emergency vehicle,48
8247,41.93,-87.66,Hazard,On road construction,48
3889,41.800000000000004,-87.64,Hazard,Unclassified,48
10231,41.980000000000004,-87.79,Hazard,On road object,48
3842,41.800000000000004,-87.67,Jam,Heavy traffic,48
7370,41.910000000000004,-87.69,Accident,Unclassified,48
6416,41.88,-87.65,Hazard,Weather flood,48
10121,41.980000000000004,-87.84,Hazard,Unclassified,48
10754,41.99,-87.71000000000001,Hazard,On road,48
9726,41.97,-87.78,Jam,Moderate traffic,48
6995,41.9,-87.71000000000001,Road_closed,Unclassified,48
4003,41.81,-87.76,Hazard,On road,48
8847,41.95,-87.79,Jam,Unclassified,48
4990,41.84,-87.69,Jam,Unclassified,48
3250,41.78,-87.58,Accident,Unclassified,48
747,41.69,-87.60000000000001,Hazard,Weather flood,48
8505,41.94,-87.73,Hazard,On road pot hole,48
6129,41.87,-87.63,Hazard,On road traffic light fault,48
5365,41.85,-87.65,Jam,Moderate traffic,48
4549,41.82,-87.63,Jam,Unclassified,48
8387,41.94,-87.8,Jam,Stand still traffic,47
3247,41.78,-87.59,Road_closed,Unclassified,47
9755,41.97,-87.76,Hazard,On road,47
6608,41.89,-87.71000000000001,Hazard,On road,47
4017,41.81,-87.76,Jam,Unclassified,47
9340,41.96,-87.73,Hazard,On road construction,47
7441,41.910000000000004,-87.66,Accident,Unclassified,47
4674,41.83,-87.7,Hazard,On road emergency vehicle,47
3794,41.800000000000004,-87.7,Jam,Heavy traffic,47
5835,41.87,-87.75,Hazard,On road emergency vehicle,47
5298,41.85,-87.68,Hazard,On shoulder car stopped,47
7029,41.9,-87.69,Road_closed,Unclassified,47
10630,41.99,-87.78,Jam,Unclassified,47
8870,41.95,-87.77,Hazard,On road pot hole,47
11023,42.0,-87.69,Jam,Unclassified,47
7207,41.910000000000004,-87.79,Jam,Stand still traffic,47
8052,41.93,-87.76,Jam,Stand still traffic,47
4048,41.81,-87.74,Hazard,On road construction,47
7514,41.910000000000004,-87.63,Hazard,Weather flood,47
5247,41.85,-87.71000000000001,Jam,Stand still traffic,47
7449,41.910000000000004,-87.66,Hazard,On shoulder car stopped,47
5071,41.84,-87.65,Hazard,Weather flood,47
7862,41.92,-87.64,Hazard,On road pot hole,47
4514,41.82,-87.64,Hazard,On road emergency vehicle,47
5724,41.86,-87.62,Hazard,On road car stopped,47
5106,41.84,-87.63,Accident,Major,47
10240,41.980000000000004,-87.79,Jam,Moderate traffic,47
214,41.660000000000004,-87.60000000000001,Hazard,On road pot hole,47
5308,41.85,-87.67,Accident,Unclassified,47
1018,41.71,-87.67,Jam,Heavy traffic,47
8463,41.94,-87.75,Hazard,On road pot hole,47
5541,41.86,-87.72,Road_closed,Unclassified,47
8585,41.94,-87.69,Hazard,On road pot hole,47
7647,41.92,-87.75,Jam,Unclassified,47
9573,41.97,-87.89,Jam,Unclassified,47
5275,41.85,-87.69,Hazard,On road construction,46
9296,41.96,-87.75,Hazard,On road emergency vehicle,46
9832,41.97,-87.73,Hazard,On shoulder car stopped,46
6019,41.87,-87.68,Road_closed,Event,46
1121,41.71,-87.61,Accident,Major,46
552,41.68,-87.60000000000001,Jam,Stand still traffic,46
4714,41.83,-87.68,Accident,Major,46
4859,41.83,-87.61,Accident,Unclassified,46
5554,41.86,-87.71000000000001,Jam,Heavy traffic,46
9500,41.96,-87.65,Accident,Unclassified,46
3814,41.800000000000004,-87.69,Jam,Stand still traffic,46
4718,41.83,-87.68,Hazard,On road car stopped,46
4287,41.81,-87.59,Hazard,On shoulder car stopped,46
600,41.69,-87.7,Jam,Stand still traffic,46
5268,41.85,-87.7,Jam,Unclassified,46
9440,41.96,-87.68,Hazard,On road construction,46
7679,41.92,-87.73,Jam,Stand still traffic,46
11192,42.01,-87.68,Road_closed,Unclassified,46
8260,41.93,-87.66,Road_closed,Unclassified,46
7593,41.92,-87.78,Jam,Stand still traffic,46
125,41.65,-87.58,Jam,Heavy traffic,46
5961,41.87,-87.7,Hazard,On road pot hole,46
6229,41.88,-87.75,Jam,Unclassified,46
2783,41.77,-87.64,Hazard,On road pot hole,46
1289,41.72,-87.63,Hazard,On road emergency vehicle,46
1147,41.71,-87.60000000000001,Hazard,On road object,46
6071,41.87,-87.65,Accident,Minor,46
4334,41.82,-87.73,Accident,Major,45
2167,41.75,-87.60000000000001,Hazard,On road object,45
1841,41.74,-87.63,Hazard,On road emergency vehicle,45
6244,41.88,-87.74,Jam,Stand still traffic,45
9991,41.97,-87.65,Hazard,On road object,45
1913,41.74,-87.58,Hazard,On road construction,45
1911,41.74,-87.58,Hazard,On road,45
6102,41.87,-87.64,Hazard,On road emergency vehicle,45
8876,41.95,-87.77,Jam,Stand still traffic,45
211,41.660000000000004,-87.60000000000001,Hazard,On road emergency vehicle,45
4654,41.83,-87.71000000000001,Hazard,On road,45
1039,41.71,-87.66,Jam,Unclassified,45
7742,41.92,-87.69,Accident,Major,45
8402,41.94,-87.79,Jam,Unclassified,45
10758,41.99,-87.71000000000001,Hazard,On road pot hole,45
7725,41.92,-87.7,Hazard,On road construction,45
7103,41.9,-87.65,Hazard,On road,45
6819,41.89,-87.62,Road_closed,Unclassified,45
7667,41.92,-87.73,Hazard,On road,45
6452,41.88,-87.63,Hazard,On road car stopped,45
9558,41.97,-87.89,Hazard,On road,45
10621,41.99,-87.78,Hazard,On shoulder car stopped,45
10209,41.980000000000004,-87.8,Hazard,On road object,45
6781,41.89,-87.63,Hazard,On road emergency vehicle,45
8000,41.93,-87.79,Jam,Stand still traffic,45
2780,41.77,-87.64,Hazard,On road construction,45
4024,41.81,-87.75,Hazard,On road emergency vehicle,45
4730,41.83,-87.68,Hazard,Weather flood,45
6554,41.89,-87.75,Jam,Unclassified,45
7304,41.910000000000004,-87.73,Jam,Stand still traffic,44
7662,41.92,-87.74,Jam,Stand still traffic,44
4531,41.82,-87.63,Accident,Major,44
9438,41.96,-87.68,Hazard,On road,44
4200,41.81,-87.64,Hazard,On road emergency vehicle,44
9037,41.95,-87.69,Road_closed,Unclassified,44
5330,41.85,-87.66,Hazard,On road construction,44
7324,41.910000000000004,-87.72,Jam,Stand still traffic,44
9291,41.96,-87.75,Accident,Minor,44
5283,41.85,-87.69,Jam,Heavy traffic,44
4750,41.83,-87.67,Hazard,On road traffic light fault,44
5417,41.85,-87.62,Hazard,On road car stopped,44
4388,41.82,-87.71000000000001,Hazard,On road construction,44
7613,41.92,-87.77,Jam,Unclassified,44
2083,41.75,-87.65,Jam,Heavy traffic,44
9902,41.97,-87.69,Hazard,On road,44
7631,41.92,-87.76,Jam,Unclassified,44
248,41.660000000000004,-87.59,Jam,Stand still traffic,44
5369,41.85,-87.65,Road_closed,Unclassified,44
2775,41.77,-87.64,Accident,Major,44
10196,41.980000000000004,-87.81,Jam,Moderate traffic,44
3436,41.79,-87.72,Hazard,On road pot hole,44
8059,41.93,-87.75,Hazard,On road construction,44
1679,41.74,-87.75,Jam,Heavy traffic,44
8760,41.95,-87.85000000000001,Jam,Stand still traffic,44
9021,41.95,-87.69,Accident,Unclassified,44
6975,41.9,-87.72,Jam,Stand still traffic,44
5129,41.84,-87.63,Road_closed,Unclassified,44
8433,41.94,-87.77,Jam,Stand still traffic,43
8409,41.94,-87.78,Hazard,On road construction,43
3511,41.79,-87.67,Jam,Heavy traffic,43
3613,41.79,-87.61,Jam,Heavy traffic,43
6663,41.89,-87.69,Road_closed,Unclassified,43
5312,41.85,-87.67,Hazard,On road emergency vehicle,43
4162,41.81,-87.67,Jam,Stand still traffic,43
1126,41.71,-87.61,Hazard,On road construction,43
4953,41.84,-87.71000000000001,Jam,Stand still traffic,43
7823,41.92,-87.66,Hazard,On road pot hole,43
2385,41.76,-87.63,Hazard,On road car stopped,43
11152,42.01,-87.7,Jam,Unclassified,43
4692,41.83,-87.69,Accident,Major,43
5728,41.86,-87.62,Hazard,On road pot hole,43
3091,41.78,-87.69,Jam,Unclassified,43
2603,41.77,-87.75,Hazard,On shoulder car stopped,43
6255,41.88,-87.73,Hazard,On road pot hole,43
10085,41.980000000000004,-87.86,Hazard,On shoulder car stopped,43
10655,41.99,-87.76,Hazard,On road,43
11136,42.01,-87.71000000000001,Jam,Unclassified,43
11141,42.01,-87.7,Hazard,On road construction,43
9818,41.97,-87.74,Jam,Unclassified,43
1292,41.72,-87.63,Hazard,On road pot hole,43
3382,41.79,-87.75,Hazard,On road object,43
9706,41.97,-87.78,Accident,Major,43
6202,41.88,-87.76,Hazard,On road pot hole,43
7222,41.910000000000004,-87.78,Jam,Heavy traffic,43
4583,41.82,-87.61,Jam,Unclassified,43
10481,41.980000000000004,-87.66,Hazard,Weather flood,43
4892,41.84,-87.74,Hazard,On road construction,43
6517,41.89,-87.77,Jam,Heavy traffic,43
8157,41.93,-87.7,Accident,Major,43
8161,41.93,-87.7,Hazard,On road car stopped,43
3030,41.78,-87.73,Hazard,On road pot hole,43
2194,41.75,-87.59,Jam,Heavy traffic,43
7288,41.910000000000004,-87.74,Jam,Heavy traffic,43
4972,41.84,-87.7,Road_closed,Unclassified,43
4653,41.83,-87.71000000000001,Accident,Unclassified,43
4434,41.82,-87.69,Hazard,On road traffic light fault,43
5189,41.85,-87.74,Jam,Stand still traffic,43
6901,41.9,-87.76,Jam,Stand still traffic,42
3177,41.78,-87.63,Jam,Stand still traffic,42
7290,41.910000000000004,-87.74,Jam,Unclassified,42
7152,41.9,-87.63,Hazard,Weather flood,42
3507,41.79,-87.67,Hazard,On road pot hole,42
7325,41.910000000000004,-87.72,Jam,Unclassified,42
6527,41.89,-87.76,Hazard,On road construction,42
8741,41.95,-87.89,Jam,Heavy traffic,42
9222,41.96,-87.79,Jam,Heavy traffic,42
2720,41.77,-87.68,Hazard,On road pot hole,42
3407,41.79,-87.74,Jam,Heavy traffic,42
5682,41.86,-87.64,Hazard,On road,42
6779,41.89,-87.63,Hazard,On road car stopped,42
6728,41.89,-87.66,Road_closed,Event,42
5060,41.84,-87.65,Hazard,On road emergency vehicle,42
8917,41.95,-87.74,Accident,Major,42
8927,41.95,-87.74,Hazard,On road traffic light fault,42
439,41.68,-87.67,Hazard,On road construction,42
2467,41.76,-87.59,Hazard,On road pot hole,42
6931,41.9,-87.74,Hazard,On road pot hole,42
2499,41.76,-87.57000000000001,Hazard,On road pot hole,42
9865,41.97,-87.71000000000001,Hazard,On road,42
10782,41.99,-87.7,Hazard,On road pot hole,42
6069,41.87,-87.66,Road_closed,Unclassified,42
8250,41.93,-87.66,Hazard,On road pot hole,42
8992,41.95,-87.71000000000001,Hazard,On road pot hole,42
1947,41.75,-87.75,Hazard,On road pot hole,42
4265,41.81,-87.60000000000001,Hazard,On road object,42
9083,41.95,-87.66,Hazard,On road,42
1493,41.730000000000004,-87.67,Jam,Heavy traffic,42
5136,41.84,-87.62,Hazard,On road emergency vehicle,42
1074,41.71,-87.64,Jam,Stand still traffic,42
2823,41.77,-87.62,Hazard,On road construction,42
9970,41.97,-87.66,Hazard,On road object,42
1898,41.74,-87.59,Hazard,On road object,41
8095,41.93,-87.73,Hazard,On road,41
5674,41.86,-87.65,Jam,Moderate traffic,41
8598,41.94,-87.68,Hazard,On road,41
10721,41.99,-87.73,Hazard,On shoulder car stopped,41
2914,41.77,-87.57000000000001,Hazard,On shoulder car stopped,41
10154,41.980000000000004,-87.82000000000001,Accident,Major,41
8461,41.94,-87.75,Hazard,On road emergency vehicle,41
8138,41.93,-87.71000000000001,Hazard,On road emergency vehicle,41
5600,41.86,-87.68,Hazard,On road,41
1267,41.72,-87.65,Jam,Heavy traffic,41
6818,41.89,-87.62,Road_closed,Event,41
6730,41.89,-87.65,Accident,Major,41
4573,41.82,-87.61,Hazard,On road object,41
7923,41.93,-87.84,Jam,Heavy traffic,41
94,41.65,-87.59,Hazard,On road emergency vehicle,41
8940,41.95,-87.74,Road_closed,Unclassified,41
9147,41.96,-87.89,Hazard,On shoulder car stopped,41
1434,41.730000000000004,-87.72,Jam,Stand still traffic,41
5518,41.86,-87.73,Jam,Heavy traffic,41
2298,41.76,-87.69,Hazard,On road pot hole,41
8041,41.93,-87.76,Hazard,On road construction,41
8183,41.93,-87.69,Accident,Unclassified,41
6885,41.9,-87.77,Jam,Stand still traffic,41
4512,41.82,-87.64,Hazard,On road car stopped,41
4976,41.84,-87.69,Hazard,On road,41
4971,41.84,-87.7,Jam,Unclassified,41
5380,41.85,-87.64,Hazard,On road traffic light fault,41
10397,41.980000000000004,-87.7,Hazard,On road pot hole,41
6321,41.88,-87.69,Accident,Unclassified,41
923,41.7,-87.60000000000001,Hazard,Weather flood,41
10616,41.99,-87.78,Hazard,On road object,41
8951,41.95,-87.73,Hazard,On road pot hole,40
4456,41.82,-87.68,Jam,Stand still traffic,40
3981,41.800000000000004,-87.59,Jam,Unclassified,40
3639,41.79,-87.59,Hazard,On road object,40
4316,41.82,-87.74,Accident,Unclassified,40
5678,41.86,-87.65,Road_closed,Unclassified,40
1142,41.71,-87.60000000000001,Accident,Unclassified,40
1004,41.71,-87.68,Jam,Unclassified,40
7545,41.92,-87.8,Hazard,On road construction,40
233,41.660000000000004,-87.59,Hazard,On road,40
3698,41.800000000000004,-87.75,Accident,Unclassified,40
7663,41.92,-87.74,Jam,Unclassified,40
3614,41.79,-87.61,Jam,Stand still traffic,40
1177,41.71,-87.59,Jam,Unclassified,40
2903,41.77,-87.58,Jam,Unclassified,40
3348,41.79,-87.77,Hazard,On shoulder car stopped,40
3781,41.800000000000004,-87.71000000000001,Jam,Stand still traffic,40
5583,41.86,-87.69,Hazard,On road construction,40
10061,41.980000000000004,-87.88,Hazard,On road object,40
4508,41.82,-87.64,Accident,Major,40
2826,41.77,-87.62,Hazard,On road object,40
4658,41.83,-87.71000000000001,Hazard,On road object,40
5225,41.85,-87.72,Jam,Heavy traffic,40
5112,41.84,-87.63,Hazard,On road emergency vehicle,40
4353,41.82,-87.73,Jam,Moderate traffic,40
10366,41.980000000000004,-87.72,Jam,Stand still traffic,40
8285,41.93,-87.64,Hazard,On road car stopped,40
9496,41.96,-87.66,Road_closed,Event,40
8579,41.94,-87.69,Accident,Unclassified,40
7430,41.910000000000004,-87.67,Hazard,Weather flood,40
9961,41.97,-87.67,Road_closed,Unclassified,40
3477,41.79,-87.69,Hazard,On road pot hole,40
9507,41.96,-87.65,Hazard,On road pot hole,40
7350,41.910000000000004,-87.7,Hazard,On road,40
1843,41.74,-87.63,Hazard,On road pot hole,40
10287,41.980000000000004,-87.76,Hazard,On road object,40
8053,41.93,-87.76,Jam,Unclassified,40
4792,41.83,-87.65,Jam,Heavy traffic,40
329,41.67,-87.61,Hazard,On road object,39
11053,42.0,-87.67,Hazard,On road construction,39
9553,41.97,-87.9,Jam,Stand still traffic,39
9376,41.96,-87.71000000000001,Hazard,On road,39
11050,42.0,-87.67,Accident,Unclassified,39
4428,41.82,-87.69,Hazard,On road,39
9824,41.97,-87.73,Hazard,On road,39
8918,41.95,-87.74,Accident,Minor,39
9820,41.97,-87.74,Road_closed,Unclassified,39
4018,41.81,-87.75,Accident,Major,39
5100,41.84,-87.64,Jam,Moderate traffic,39
5250,41.85,-87.71000000000001,Road_closed,Unclassified,39
9940,41.97,-87.67,Accident,Unclassified,39
8561,41.94,-87.7,Hazard,On road,39
6437,41.88,-87.64,Hazard,On road traffic light fault,39
10034,41.980000000000004,-87.9,Jam,Stand still traffic,39
4043,41.81,-87.74,Accident,Major,39
6920,41.9,-87.75,Jam,Stand still traffic,39
3735,41.800000000000004,-87.73,Hazard,On road construction,39
2888,41.77,-87.58,Accident,Unclassified,39
7572,41.92,-87.79,Jam,Heavy traffic,39
9898,41.97,-87.7,Road_closed,Unclassified,39
9891,41.97,-87.7,Hazard,On shoulder car stopped,39
1994,41.75,-87.71000000000001,Jam,Stand still traffic,39
